Description,Link,ArticleURL,ArticleTitle
,https://static01.nyt.com/images/2022/03/04/business/00wheels-charging/00wheels-charging-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/03/03/business/electric-vehicle-chargers-infrastructure.html,"When Electric Cars Rule the Road, They’ll Need Spots to Power Up"
,https://static01.nyt.com/images/2022/03/01/multimedia/01AI-CHATBOT1-GIF/01AI-CHATBOT1-GIF-thumbWide.gif?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/03/03/technology/ai-chatbot.html,Ending the Chatbot’s ‘Spiral of Misery’
,https://static01.nyt.com/images/2022/03/02/multimedia/02amazon-union/02amazon-union-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/03/02/technology/amazon-union-staten-island-ldj5.html,A Second Amazon Site on Staten Island Will Have a Union Election
,https://static01.nyt.com/images/2022/03/02/multimedia/02export-controls/02export-controls-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/03/02/business/us-ukraine-belarus-technology-restrictions.html,The U.S. extends technology restrictions to Belarus and the Russian oil industry.
,https://static01.nyt.com/images/2022/03/02/business/02economy-briefing-amazon-stores/02economy-briefing-amazon-stores-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/03/02/technology/amazon-closing-stores.html,Amazon plans to shut down more than 50 brick-and-mortar stores.
,https://static01.nyt.com/images/2022/03/02/multimedia/02epic/02epic-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/03/02/arts/music/epic-games-bandcamp.html,"Gaming Giant Behind Fortnite Buys Bandcamp, an Indie Music Haven"
,https://static01.nyt.com/images/2022/03/02/business/02OnTech-Russia-promo/02OnTech-Russia-promo-thumbWide.png?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/03/02/technology/russia-tech-companies.html,Should Tech Stay or Go in Russia?
,https://static01.nyt.com/images/2022/02/24/business/24twitter/24twitter-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/03/02/technology/twitter-platform-rethink.html,"Twitter Wants to Reinvent Itself, by Merging the Old With the New"
,https://static01.nyt.com/images/2022/03/05/business/02crypto-socialclub1-print/00fwb1-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/03/02/technology/friends-with-benefits-crypto-dao.html,This Social Club Runs on Crypto Tokens and Vibes
,https://static01.nyt.com/images/2022/02/26/business/26crypto-anon/26crypto-anon-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/03/02/technology/cryptocurrency-anonymity-alarm.html,"Millions for Crypto Start-Ups, No Real Names Necessary"
,https://static01.nyt.com/images/2022/03/05/business/01OnTech-Acquired-NL/01OnTech-Acquired-NL-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/03/01/technology/tech-startups.html,A Spotlight on Tech’s Invisible Start-ups
,https://static01.nyt.com/images/2022/03/02/multimedia/28dc-cyber-train/28dc-cyber-train-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/28/us/politics/ukraine-russia-microsoft.html,"As Tanks Rolled Into Ukraine, So Did Malware. Then Microsoft Entered the War."
,https://static01.nyt.com/images/2022/03/01/obituaries/00boggs-image3-print1-SUB/00boggs-image3-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/28/technology/david-boggs-dead.html,"David Boggs, Co-Inventor of Ethernet, Dies at 71"
,https://static01.nyt.com/images/2022/02/28/business/28bigtech-russia1/merlin_202998072_b21f38a8-8521-4d5c-a9ca-d3866df4b45c-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/28/technology/ukraine-russia-social-media.html,Ukraine War Tests the Power of Tech Giants
,https://static01.nyt.com/images/2022/02/24/business/00wholefoods2/00wholefoods2-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/28/technology/whole-foods-amazon-automation.html,Here Comes the Full Amazonification of Whole Foods
,https://static01.nyt.com/images/2022/02/28/business/25jpRUSSIA-INTERNET-print/25RUSSIA-INTERNET-COMBO-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/26/technology/russia-censorship-tech.html,"Russia Intensifies Censorship Campaign, Pressuring Tech Giants"
,https://static01.nyt.com/images/2022/02/26/travel/26qna-facial-recognition-1/26qna-facial-recognition-1-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/26/travel/facial-recognition-airports-customs.html,What You Need to Know About Facial Recognition at Airports
,https://static01.nyt.com/images/2022/02/25/business/00ukraine-russia-china01/merlin_202517040_0d3accdd-f89c-4bab-bc78-8d621e1c6924-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/26/business/china-russia-ukraine.html,"Before Ukraine Invasion, Russia and China Cemented Economic Ties"
,https://static01.nyt.com/images/2022/02/23/business/23Prices-lede-video-still/23Prices-lede-video-still-thumbWide-v2.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/26/technology/amazon-price-swings-shopping.html,Does Anyone Know What Paper Towels Should Cost?
,https://static01.nyt.com/images/2022/02/24/business/24prorussia/merlin_161611050_f3a5f428-fbb1-44f0-ac7d-e973f36c127c-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/25/technology/russia-supporters.html,‘I’ll Stand on the Side of Russia’: Pro-Putin Sentiment Spreads Online
,https://static01.nyt.com/images/2022/02/24/business/24OnTech-Facebook-WB-promo/24OnTech-Facebook-WB-promo-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/24/technology/facebook-reels.html,Facebook Will Make You Love Reels
,https://static01.nyt.com/images/2022/02/24/business/24healthmerger/24healthmerger-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/24/business/doj-antitrust-lawsuit-unitedhealth.html,Justice Dept. Sues to Block $13 Billion Deal by UnitedHealth Group
,https://static01.nyt.com/images/2022/02/23/multimedia/23google/23google-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/23/technology/google-pandemic-rules-us.html,Google eases pandemic rules for employees in the U.S.
,https://static01.nyt.com/images/2022/02/23/world/23dc-exportcontrols/23dc-exportcontrols-thumbWide-v2.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/23/business/economy/export-controls-russia-us.html,White House Prepares Curbs on Russia’s Access to U.S. Technology
,https://static01.nyt.com/images/2022/02/21/business/00russia-crypto-1/00russia-crypto-1-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/23/business/russia-sanctions-cryptocurrency.html,Russia Could Use Cryptocurrency to Blunt the Force of U.S. Sanctions
,https://static01.nyt.com/images/2022/02/27/business/23OnTech-stores-NL/23OnTech-stores-NL-thumbWide.png?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/23/technology/physical-stores-ecommerce.html,A Comeback for Physical Stores
,https://static01.nyt.com/images/2022/02/17/business/duckduckgo-promo/duckduckgo-promo-thumbWide.png?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/23/technology/duckduckgo-conspiracy-theories.html,"Fed Up With Google, Conspiracy Theorists Turn to DuckDuckGo"
,https://static01.nyt.com/images/2022/02/24/business/22OnTech-Dutch-NL/22OnTech-Dutch-NL-thumbWide.png?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/22/technology/apple-netherlands-app-store.html,Why Apple’s Fight in the Netherlands Matters
,https://static01.nyt.com/images/2022/02/21/business/00tech-offices1/merlin_201807411_fcbafae1-0068-4b0e-b6e1-a0c6b6cbb798-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/22/technology/big-tech-offices.html,Big Tech Makes a Big Bet: Offices Are Still the Future
,https://static01.nyt.com/images/2022/02/17/business/00roose1-alt/merlin_202343556_9e13c0e2-4469-479e-b6b4-ff319d0708ec-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/21/technology/crypto-scammers-new-target-dating-apps.html,Crypto Scammers’ New Target: Dating Apps
,https://static01.nyt.com/images/2022/02/19/us/19qanon-promo/19qanon-promo-thumbWide.png?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/19/technology/qanon-messages-authors.html,Who Is Behind QAnon? Linguistic Detectives Find Fingerprints
,https://static01.nyt.com/images/2022/02/18/business/18internet-shutdown1/merlin_200677854_25041526-dcc0-4023-b1e9-fe2d648b5330-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/18/technology/kazakhstan-internet-russia-ukraine.html,Kazakhstan’s Internet Shutdown Offers Lessons for Russia-Ukraine Crisis
,https://static01.nyt.com/images/2022/02/19/sports/17olympics-china-propaganda-3/17olympics-china-propaganda-3-thumbWide-v2.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/18/technology/china-olympics-propaganda.html,Bots and Fake Accounts Push China’s Vision of Winter Olympic Wonderland
,https://static01.nyt.com/images/2022/02/20/arts/20trimbur-1/20trimbur-1-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/18/arts/dance/angela-trimbur-online-dance.html,"Dance Class Is in Session: Flail, Get Weird, Unlock Yourself"
,https://static01.nyt.com/images/2022/02/16/arts/00spotify1/00spotify1-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/17/arts/music/spotify-joe-rogan-misinformation.html,Spotify Bet Big on Joe Rogan. It Got More Than It Counted On.
,https://static01.nyt.com/images/2022/02/17/multimedia/17tesla-SUB/17tesla-SUB-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/17/automobiles/tesla-phantom-braking.html,Regulators open an investigation into ‘phantom braking’ by Teslas.
,https://static01.nyt.com/images/2022/02/17/business/17OnTech-podcasts-WB-promo/17OnTech-podcasts-WB-promo-thumbWide.png?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/17/technology/podcasts-profits.html,Why Podcasts Are Becoming Netflix
,https://static01.nyt.com/images/2022/02/19/us/politics/19dc-ava-1/merlin_201202740_2ca5acbc-c966-48c3-80ca-a3f52b4bf40c-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/17/us/politics/tiktok-ava-majury.html,A Child’s TikTok Stardom Opens Doors. Then a Gunman Arrives.
,https://static01.nyt.com/images/2022/02/20/business/00intel-ceo1/00intel-ceo1-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/17/technology/intel-ceo-patrick-gelsinger.html,The World Needs What Intel Makes. Can It Make a Comeback?
,https://static01.nyt.com/images/2022/02/16/business/16economy-briefing-amazon/merlin_187804491_f7568c9d-e47d-43bb-9466-247bc4b43edf-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/16/technology/amazon-staten-island-union.html,A union election at the Amazon warehouse on Staten Island is set for March.
,https://static01.nyt.com/images/2022/02/16/business/16OnTech-Metamates-NL/16OnTech-Metamates-NL-thumbWide.png?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/16/technology/metamates-googlers.html,"Nope to Metamates, Googlers and Puritans"
,https://static01.nyt.com/images/2022/02/16/business/16googleads/merlin_196714854_e6464b9d-9cba-439e-8485-3a4b5ddda050-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/16/technology/google-android-privacy.html,"Google Plans Privacy Changes, but Promises to Not Be Disruptive"
,https://static01.nyt.com/images/2022/02/20/magazine/20mag-Recruiters-images-02/20mag-Recruiters-images-02-thumbWide-v2.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/16/magazine/tech-company-recruiters.html,Tech Companies Face a Fresh Crisis: Hiring
,https://static01.nyt.com/images/2022/02/15/business/15metamates/15metamates-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/15/technology/metamates-meta-facebook.html,Out With the Facebookers. In With the Metamates.
,https://static01.nyt.com/images/2022/02/16/business/15OnTech-Linus-NL-print/15OnTech-Linus-NL-thumbWide.png?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/15/technology/linus-sebastian-youtube-company.html,This YouTube Star Is Also a Retail Empire
,https://static01.nyt.com/images/2022/02/16/business/15rto-security01/merlin_201888642_751133c1-9c4f-4e3c-9d4b-efc82236826c-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/15/business/contactless-office-lobby-return-to-work.html,"Office Lobbies Get Security Makeover, but Not One You Will See"
,https://static01.nyt.com/images/2022/02/14/world/14canada-protest-briefing-donations-1/merlin_202133058_80a988c1-545d-4aca-bd4c-f50bbc21f648-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/14/world/canada/canada-trucker-protests-donations.html,"Canadians are responsible for roughly half of the money raised online for the trucker convoy, leaked data shows."
,https://static01.nyt.com/images/2022/02/14/science/14mooncrash1/14mooncrash1-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/14/science/china-rocket-moon-spacex.html,"China, Not SpaceX, May Be Source of Rocket Part Crashing Into Moon"
,https://static01.nyt.com/images/2022/02/14/business/14sec-blockfi/14sec-blockfi-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/14/business/blockfi-sec-crypto-loans.html,"BlockFi, a crypto firm, reaches a $100 million settlement for failing to register loan products."
,https://static01.nyt.com/images/2022/02/14/multimedia/14economy-briefing-microsoft-rto/14economy-briefing-microsoft-rto-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/14/technology/microsoft-rto.html,Microsoft tells workers to prepare to return to the office.
,https://static01.nyt.com/images/2022/02/14/business/14texas-meta1/merlin_201233457_1e705040-f9bd-4167-b4ad-cd3e623a95f1-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/14/technology/texas-facebook-facial-recognition-lawsuit.html,"Texas sues Facebook’s parent, saying it collected facial recognition data without consent."
,https://static01.nyt.com/images/2022/02/11/business/00thiel-politics1/00thiel-politics1-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/14/technology/republican-trump-peter-thiel.html,The Right’s Would-Be Kingmaker
,https://static01.nyt.com/images/2022/02/13/sports/13superbowl-ads-q4-mcconaughey/13superbowl-ads-q4-mcconaughey-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/13/business/media/metaverse-salesforce-super-bowl-ad.html,Meta and Salesforce present differing takes on the metaverse.
,https://static01.nyt.com/images/2022/01/28/sports/28crypto-divorce/28crypto-divorce-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/13/technology/divorce-bitcoin-crypto.html,"Divorcing Couples Fight Over the Kids, the House and Now the Crypto"
,https://static01.nyt.com/images/2022/02/14/multimedia/12JPibm-print/12ibm-01alt-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/12/business/economy/ibm-age-discrimination.html,Making ‘Dinobabies’ Extinct: IBM’s Push for a Younger Work Force
,https://static01.nyt.com/images/2022/02/11/multimedia/11econ-briefing-cisco/11econ-briefing-cisco-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/11/technology/cisco-splunk.html,Cisco Has Discussed Deal for Software Company Splunk
,https://static01.nyt.com/images/2022/02/12/arts/11amazon-boxes/11amazon-boxes-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/11/arts/amazon-tiktok-box-delivery.html,"Dance, I Said — Dance! And Leave the Package on the Porch."
,https://static01.nyt.com/images/2022/02/13/business/11Trackers-lede-01/merlin_201797115_3da692cb-85aa-40e7-90d1-09cf796e7641-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/11/technology/airtags-gps-surveillance.html,"I Used Apple AirTags, Tiles and a GPS Tracker to Watch My Husband’s Every Move"
,https://static01.nyt.com/images/2022/02/10/multimedia/10elonmusk-1/10elonmusk-1-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/11/science/elon-musk-starship-rocket.html,What Elon Musk Did and Didn’t Reveal About SpaceX’s Starship Rocket
,https://static01.nyt.com/images/2022/02/10/multimedia/10xp-hacker-photo/10xp-hacker-photo-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/10/technology/nintendo-hacker-gary-bowser.html,Hacker Who Sold Pirated Video Games Gets More Than 3 Years in Prison
,https://static01.nyt.com/images/2022/02/10/science/10olympics-skeleton1/10olympics-skeleton1-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/10/science/olympics-skeleton-physics.html,The Slippery Science of Skeleton
,https://static01.nyt.com/images/2022/02/10/science/10ASTRA/10ASTRA-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/10/science/astra-nasa-launch.html,"NASA-Funded Satellites Lost in Setback for Astra, a Small Rocket Launch Start-Up"
,https://static01.nyt.com/images/2022/03/10/business/10tesla-sub/merlin_172431549_d8ef3c9b-fb3e-4742-bfc8-872676a36f6a-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/10/technology/tesla-racial-discrimination-california-suit.html,"California sues Tesla, saying the company permitted racial discrimination at its factory."
,https://static01.nyt.com/images/2022/02/10/science/10sci-starship1/10sci-starship1-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/article/elon-musk-starship.html,What Is Starship? SpaceX Builds Its Next-Generation Rocket
,https://static01.nyt.com/images/2022/02/10/business/10economy-briefing-twitter/10economy-briefing-twitter-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/10/technology/twitter-earnings-4q-2021.html,Twitter’s mixed fourth quarter shows its challenges ahead.
,https://static01.nyt.com/images/2022/02/09/science/09satellites3/09satellites3-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/09/science/spacex-satellites-storm.html,Solar Storm Destroys 40 New SpaceX Satellites in Orbit
,https://static01.nyt.com/images/2022/02/09/business/09uber/merlin_174443136_02fdb90e-4edb-48bc-98f8-ab70f1ad589b-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/09/technology/uber-business-pandemic.html,Uber says its business is bouncing back from a pandemic-induced slump.
,https://static01.nyt.com/images/2022/02/09/business/09economy-briefing-microsoft-activision/merlin_200921574_44bfb720-30cc-4e47-9cd8-6be5d3d132df-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/09/technology/microsoft-activision.html,Microsoft starts a charm offensive to push through its Activision deal.
,https://static01.nyt.com/images/2022/02/08/business/08rivian-01/08rivian-01-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/09/business/rivian-stock-electric-cars.html,Rivian Loses Its Shine as Investors Fret About Production Delays
,https://static01.nyt.com/images/2022/02/08/business/08OnTech-China-NL-promo/08OnTech-China-NL-promo-thumbWide-v3.png?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/08/technology/china-us-tech-policy.html,America’s Chinese Tech Conundrum
,https://static01.nyt.com/images/2022/02/03/business/08facebook-ESP/merlin_163192392_77e3543d-2db1-41c7-b4dc-02f347bd893e-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/es/2022/02/08/espanol/meta-facebook.html,Meta está en problemas: te decimos por qué
,https://static01.nyt.com/images/2022/02/08/business/08auto-suits01/08auto-suits01-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/08/business/car-software-lawsuits.html,"As Automakers Add Technology to Cars, Software Bugs Follow"
,https://static01.nyt.com/images/2022/01/25/business/00ev-tippingpoint01/00ev-tippingpoint01-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/08/business/energy-environment/electric-cars-vehicles.html,Why This Could Be a Critical Year for Electric Cars
,https://static01.nyt.com/images/2022/02/07/multimedia/07nvidia-arm1/07nvidia-arm1-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/07/technology/nvidia-arm-softbank-deal.html,Nvidia Deal to Buy Arm From SoftBank Is Off After Setbacks
,https://static01.nyt.com/images/2022/02/08/business/07facebook-thiel/07facebook-thiel-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/07/technology/peter-thiel-facebook.html,Peter Thiel to Exit Meta’s Board to Support Trump-Aligned Candidates
,https://static01.nyt.com/images/2022/02/07/business/00chip-errors0/00chip-errors0-thumbWide-v2.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/07/technology/computer-chips-errors.html,"Tiny Chips, Big Headaches"
,https://static01.nyt.com/images/2022/02/13/fashion/07CONFIDENCE-CULTURE/merlin_201210039_28ffab22-5850-4d95-8207-22f5ac49b45b-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/07/style/confidence-culture-book.html,Is Confidence the Secret to Success? Not Exactly.
,https://static01.nyt.com/images/2022/02/07/business/00JPcryptorich1-print/00cryptorich1-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/07/technology/cryptocurrency-luna-solana-polygon.html,"They Made Millions on Luna, Solana and Polygon: Crypto’s Boom Beyond Bitcoin"
,https://static01.nyt.com/images/2022/02/04/business/04helium-print/04helium-print-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/06/technology/helium-cryptocurrency-uses.html,Maybe There’s a Use for Crypto After All
,https://static01.nyt.com/images/2022/02/03/multimedia/03amazon-1/03amazon-1-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/04/technology/amazon-suicide-poison-preservative.html,Lawmakers Press Amazon on Sales of Chemical Used in Suicides
